Time [s],V [mV]
21.81666667,845.5523
21.83333333,899.3157
21.85,938.4164
21.86666667,967.7419
21.88333333,1026.393
21.9,1075.2688
21.91666667,1104.5943
21.93333333,1138.8074
21.95,1173.0205
21.96666667,1207.2336
21.98333333,1226.784
22,1231.6716
22.01666667,1217.0088
22.03333333,1182.7957
22.05,1168.1329
22.06666667,1182.7957
22.08333333,1231.6716
22.1,1304.9853
22.11666667,1388.0743
22.13333333,1471.1632
22.15,1549.3646
22.16666667,1632.4536
22.18333333,1686.217
22.2,1725.3177
22.21666667,1759.5308
22.23333333,1808.4066
22.25,1886.608
22.26666667,1999.0225
22.28333333,2111.437
22.3,2214.0762
22.31666667,2316.7155
22.33333333,2434.0176
22.35,2409.5797
22.36666667,2140.7625
22.38333333,1695.9922
22.4,1217.0088
22.41666667,796.6764
22.43333333,478.9834
22.45,268.8172
22.46666667,151.5152
22.48333333,97.7517
22.5,97.7517
22.51666667,107.5269
22.53333333,127.0772
22.55,141.74
22.56666667,151.5152
22.58333333,161.2903
22.6,180.8407
22.61666667,195.5034
22.63333333,244.3793
22.65,293.2551
22.66666667,307.9179
22.68333333,312.8055
22.7,303.0303
22.71666667,288.3675
22.73333333,283.48
22.75,278.5924
22.76666667,273.7048
22.78333333,283.48
22.8,293.2551
22.81666667,307.9179
22.83333333,337.2434
22.85,361.6813
22.86666667,400.782
22.88333333,439.8827
22.9,493.6461
22.91666667,547.4096
22.93333333,615.8358
22.95,684.262
22.96666667,752.6882
22.98333333,796.6764
23,767.3509
23.01666667,630.4985
23.03333333,464.3206
23.05,312.8055
23.06666667,195.5034
23.08333333,127.0772
23.1,87.9765
23.11666667,73.3138
23.13333333,151.5152
23.15,219.9413
23.16666667,244.3793
23.18333333,254.1544
23.2,263.9296
23.21666667,298.1427
23.23333333,757.5758
23.25,1793.7439
23.26666667,2976.5396
23.28333333,4002.9326
23.3,4745.8456
23.31666667,4965.7869
23.33333333,4970.6745
23.35,4970.6745
23.36666667,4970.6745
23.38333333,4970.6745
23.4,4965.7869
23.41666667,4970.6745
23.43333333,4965.7869
23.45,4965.7869
23.46666667,4902.2483
23.48333333,4716.52
23.5,4618.7683
23.51666667,4574.7801
23.53333333,4584.5552
23.55,4638.3187
23.56666667,4677.4194
23.58333333,4618.7683
23.6,4481.9159
23.61666667,4296.1877
23.63333333,4002.9326
23.65,3489.7361
23.66666667,2805.4741
23.68333333,2121.2121
23.7,1603.1281
23.71666667,1217.0088
23.73333333,977.5171
23.75,889.5406
23.76666667,1070.3812
23.78333333,1378.2991
23.8,1823.0694
23.81666667,2350.9286
23.83333333,2609.9707
23.85,2575.7576
23.86666667,2355.8162
23.88333333,2140.7625
23.9,2003.9101
23.91666667,1940.3715
23.93333333,1764.4184
23.95,1534.7019
23.96666667,1300.0978
23.98333333,1099.7067
24,928.6413
24.01666667,791.7889
24.03333333,606.0606
24.05,430.1075
24.06666667,347.0186
24.08333333,342.131
24.1,356.7937
24.11666667,371.4565
24.13333333,415.4448
24.15,469.2082
24.16666667,513.1965
24.18333333,581.6227
24.2,694.0371
24.21666667,801.564
24.23333333,894.4282
24.25,943.304
24.26666667,982.4047
24.28333333,1006.8426
24.3,1011.7302
24.31666667,1016.6178
24.33333333,1036.1681
