Time [s],V [mV],,,
16.8,97.7517,,,
16.81666667,92.8641,,,
16.83333333,92.8641,,,
16.85,92.8641,,,
16.86666667,97.7517,,,
16.88333333,92.8641,,,
16.9,92.8641,,,
16.91666667,92.8641,,,
16.93333333,97.7517,,,
16.95,97.7517,,,
16.96666667,97.7517,,,
16.98333333,97.7517,,,
17,92.8641,,,
17.01666667,97.7517,,,
17.03333333,97.7517,,,
17.05,97.7517,,,
17.06666667,97.7517,,,
17.08333333,102.6393,,,
17.1,107.5269,,,
17.11666667,151.5152,,,
17.13333333,263.9296,,,
17.15,430.1075,,,
17.16666667,620.7234,,,
17.18333333,767.3509,,,
17.2,918.8661,,,
17.21666667,1129.0323,,,
17.23333333,1373.4115,,,
17.25,1632.4536,,,
17.26666667,1862.1701,,,
17.28333333,2038.1232,,,
17.3,2174.9756,,,
17.31666667,2297.1652,,,
17.33333333,2438.9052,,,
17.35,2585.5327,,,
17.36666667,2737.0479,,,
17.38333333,2893.4506,,,
17.4,3079.1789,,,
17.41666667,3294.2326,,,
17.43333333,3538.6119,,,
17.45,3797.654,,,
17.46666667,4061.5836,,,
17.48333333,4335.2884,,,
17.5,4565.0049,,,
17.51666667,4594.3304,,,
17.53333333,4193.5484,,,
17.55,3250.2444,,,
17.56666667,2160.3128,,,
17.58333333,1417.3998,,,
17.6,943.304,,,
17.61666667,635.3861,,,
17.63333333,439.8827,,,
17.65,317.6931,,,
17.66666667,234.6041,,,
17.68333333,180.8407,,,
17.7,151.5152,,,
17.71666667,127.0772,,,
17.73333333,117.3021,,,
17.75,107.5269,,,
17.76666667,102.6393,,,
17.78333333,97.7517,,,
17.8,102.6393,,,
17.81666667,97.7517,,,
17.83333333,97.7517,,,
17.85,97.7517,,,
17.86666667,97.7517,,,
17.88333333,97.7517,,,
17.9,97.7517,,,
17.91666667,102.6393,,,
17.93333333,102.6393,,,
17.95,97.7517,,,
17.96666667,97.7517,,,
17.98333333,102.6393,,,
18,102.6393,,,
18.01666667,117.3021,,,
18.03333333,156.4027,,,
18.05,244.3793,,,
18.06666667,371.4565,,,
18.08333333,537.6344,,,
18.1,752.6882,,,
18.11666667,992.1799,,,
18.13333333,1241.4467,,,
18.15,1466.2757,,,
18.16666667,1661.7791,,,
18.18333333,1857.2825,,,
18.2,2038.1232,,,
18.21666667,2214.0762,,,
18.23333333,2385.1417,,,
18.25,2546.4321,,,
18.26666667,2693.0596,,,
18.28333333,2815.2493,,,
18.3,2913.001,,,
18.31666667,2986.3148,,,
18.33333333,3059.6285,,,
18.35,3167.1554,,,
18.36666667,3284.4575,,,
18.38333333,3401.7595,,,
18.4,3543.4995,,,
18.41666667,3709.6774,,,
18.43333333,3900.2933,,,
18.45,4100.6843,,,
18.46666667,4305.9629,,,
18.48333333,4481.9159,,,
18.5,4662.7566,,,
18.51666667,4775.1711,,,
18.53333333,4569.8925,,,
18.55,3822.0919,,,
18.56666667,2649.0714,,,
18.58333333,1730.2053,,,
18.6,1143.695,,,
18.61666667,767.3509,,,
18.63333333,522.9717,,,
18.65,371.4565,,,
18.66666667,268.8172,,,
18.68333333,205.2786,,,
18.7,161.2903,,,
18.71666667,136.8524,,,
18.73333333,122.1896,,,
18.75,112.4145,,,
18.76666667,102.6393,,,
18.78333333,97.7517,,,
18.8,97.7517,,,
18.81666667,97.7517,,,
18.83333333,102.6393,,,
18.85,97.7517,,,
18.86666667,97.7517,,,
18.88333333,97.7517,,,
18.9,97.7517,,,
18.91666667,102.6393,,,
18.93333333,97.7517,,,
18.95,97.7517,,,
18.96666667,97.7517,,,
18.98333333,97.7517,,,
19,102.6393,,,
19.01666667,102.6393,,,
19.03333333,102.6393,,,
19.05,102.6393,,,
19.06666667,117.3021,,,
19.08333333,156.4027,,,
19.1,244.3793,,,
19.11666667,391.0068,,,
19.13333333,586.5103,,,
19.15,830.8895,,,
19.16666667,1114.3695,,,
19.18333333,1412.5122,,,
19.2,1700.8798,,,
19.21666667,1964.8094,,,
19.23333333,2194.5259,,,
19.25,2355.8162,,,
19.26666667,2468.2307,,,
19.28333333,2570.87,,,
19.3,2707.7224,,,
19.31666667,2878.7879,,,
19.33333333,3093.8416,,,
19.35,3313.783,,,
19.36666667,3494.6237,,,
19.38333333,3646.1388,,,
19.4,3778.1036,,,
19.41666667,3910.0684,,,
19.43333333,4046.9208,,,
19.45,4173.998,,,
19.46666667,4291.3001,,,
19.48333333,4423.2649,,,
19.5,4584.5552,,,
19.51666667,4765.3959,,,
19.53333333,4951.1241,,,
19.55,5000,,,
19.56666667,5000,,,
19.58333333,4872.9228,,,
19.6,4071.3587,,,
19.61666667,2849.4624,,,
19.63333333,1857.2825,,,
19.65,1226.784,,,
19.66666667,816.2268,,,
19.68333333,557.1848,,,
19.7,391.0068,,,
19.71666667,283.48,,,
19.73333333,215.0538,,,
19.75,171.0655,,,
19.76666667,141.74,,,
19.78333333,127.0772,,,
19.8,112.4145,,,
19.81666667,107.5269,,,
19.83333333,102.6393,,,
19.85,102.6393,,,
19.86666667,97.7517,,,
19.88333333,97.7517,,,
19.9,97.7517,,,
19.91666667,92.8641,,,
19.93333333,102.6393,,,
19.95,97.7517,,,
19.96666667,102.6393,,,
19.98333333,97.7517,,,
20,97.7517,,,
20.01666667,97.7517,,,
20.03333333,97.7517,,,
20.05,97.7517,,,
20.06666667,102.6393,,,
20.08333333,97.7517,,,
20.1,107.5269,,,
20.11666667,166.1779,,,
20.13333333,283.48,,,
20.15,430.1075,,,
20.16666667,586.5103,,,
20.18333333,772.2385,,,
20.2,997.0674,,,
20.21666667,1260.9971,,,
20.23333333,1524.9267,,,
20.25,1754.6432,,,
20.26666667,1935.4839,,,
20.28333333,2052.7859,,,
20.3,2184.7507,,,
20.31666667,2316.7155,,,
20.33333333,2448.6804,,,
20.35,2585.5327,,,
20.36666667,2712.61,,,
20.38333333,2829.912,,,
20.4,2942.3265,,,
20.41666667,3074.2913,,,
20.43333333,3240.4692,,,
20.45,3406.6471,,,
20.46666667,3607.0381,,,
20.48333333,3831.8671,,,
20.5,4066.4712,,,
20.51666667,4276.6373,,,
20.53333333,4486.8035,,,
20.55,4692.0821,,,
20.56666667,4770.2835,,,
20.58333333,4486.8035,,,
20.6,3680.3519,,,
20.61666667,2536.6569,,,
20.63333333,1656.8915,,,
20.65,1094.8192,,,
20.66666667,738.0254,,,
20.68333333,508.3089,,,
20.7,361.6813,,,
20.71666667,263.9296,,,
20.73333333,205.2786,,,
20.75,166.1779,,,
20.76666667,141.74,,,
20.78333333,127.0772,,,
20.8,117.3021,,,
20.81666667,112.4145,,,
20.83333333,107.5269,,,
20.85,107.5269,,,
20.86666667,102.6393,,,
20.88333333,107.5269,,,
20.9,102.6393,,,
20.91666667,107.5269,,,
20.93333333,102.6393,,,
20.95,102.6393,,,
20.96666667,102.6393,,,
20.98333333,102.6393,,,
21,107.5269,,,
21.01666667,117.3021,,,
21.03333333,151.5152,,,
21.05,234.6041,,,
21.06666667,366.5689,,,
21.08333333,566.9599,,,
21.1,806.4516,,,
21.11666667,1099.7067,,,
21.13333333,1397.8495,,,
21.15,1700.8798,,,
21.16666667,1989.2473,,,
21.18333333,2248.2893,,,
21.2,2502.4438,,,
21.21666667,2732.1603,,,
21.23333333,2971.652,,,
21.25,3186.7058,,,
21.26666667,3362.6588,,,
21.28333333,3528.8368,,,
21.3,3685.2395,,,
21.31666667,3836.7546,,,
21.33333333,3973.607,,,
21.35,4115.347,,,
21.36666667,4257.087,,,
21.38333333,4359.7263,,,
21.4,4437.9277,,,
21.41666667,4530.7918,,,
21.43333333,4648.0938,,,
21.45,4784.9462,,,
21.46666667,4985.3372,,,
21.48333333,5000,,,
21.5,5000,,,
21.51666667,5000,,,
21.53333333,5000,,,
21.55,4086.0215,,,
21.56666667,2761.4858,,,
21.58333333,1803.5191,,,
21.6,1192.5709,,,
21.61666667,796.6764,,,
21.63333333,547.4096,,,
21.65,386.1193,,,
21.66666667,278.5924,,,
21.68333333,219.9413,,,
21.7,175.9531,,,
21.71666667,146.6276,,,
21.73333333,131.9648,,,
21.75,117.3021,,,
21.76666667,107.5269,,,
21.78333333,107.5269,,,
21.8,102.6393,,,
21.81666667,97.7517,,,
21.83333333,102.6393,,,
21.85,97.7517,,,
21.86666667,102.6393,,,
21.88333333,102.6393,,,
21.9,97.7517,,,
21.91666667,102.6393,,,
21.93333333,102.6393,,,
21.95,97.7517,,,
21.96666667,97.7517,,,
21.98333333,97.7517,,,
22,97.7517,,,
22.01666667,102.6393,,,
22.03333333,102.6393,,,
22.05,141.74,,,
22.06666667,244.3793,,,
22.08333333,366.5689,,,
22.1,493.6461,,,
22.11666667,645.1613,,,
22.13333333,772.2385,,,
22.15,874.8778,,,
22.16666667,953.0792,,,
22.18333333,1031.2805,,,
22.2,1104.5943,,,
22.21666667,1197.4585,,,
22.23333333,1329.4233,,,
22.25,1510.2639,,,
22.26666667,1710.6549,,,
22.28333333,1911.0459,,,
22.3,2077.2239,,,
22.31666667,2214.0762,,,
22.33333333,2331.3783,,,
22.35,2468.2307,,,
22.36666667,2600.1955,,,
22.38333333,2785.9238,,,
22.4,3030.303,,,
22.41666667,3299.1202,,,
22.43333333,3553.2747,,,
22.45,3778.1036,,,
22.46666667,3988.2698,,,
22.48333333,4193.5484,,,
22.5,4354.8387,,,
22.51666667,4315.738,,,
22.53333333,3782.9912,,,
22.55,2746.8231,,,
22.56666667,1793.7439,,,
22.58333333,1187.6833,,,
22.6,791.7889,,,
22.61666667,537.6344,,,
22.63333333,381.2317,,,
22.65,273.7048,,,
22.66666667,210.1662,,,
22.68333333,161.2903,,,
22.7,136.8524,,,
22.71666667,122.1896,,,
22.73333333,107.5269,,,
22.75,102.6393,,,
22.76666667,92.8641,,,
22.78333333,92.8641,,,
22.8,92.8641,,,
22.81666667,92.8641,,,
22.83333333,97.7517,,,
22.85,97.7517,,,
22.86666667,97.7517,,,
22.88333333,97.7517,,,
22.9,97.7517,,,
22.91666667,97.7517,,,
22.93333333,97.7517,,,
22.95,97.7517,,,
22.96666667,92.8641,,,
22.98333333,97.7517,,,
23,97.7517,,,
23.01666667,102.6393,,,
23.03333333,102.6393,,,
23.05,102.6393,,,
23.06666667,146.6276,,,
23.08333333,224.8289,,,
23.1,312.8055,,,
23.11666667,425.2199,,,
23.13333333,552.2972,,,
23.15,708.6999,,,
23.16666667,869.9902,,,
23.18333333,1031.2805,,,
23.2,1202.346,,,
23.21666667,1363.6364,,,
23.23333333,1524.9267,,,
23.25,1681.3294,,,
23.26666667,1832.8446,,,
23.28333333,2003.9101,,,
23.3,2165.2004,,,
23.31666667,2302.0528,,,
23.33333333,2468.2307,,,
23.35,2639.2962,,,
23.36666667,2815.2493,,,
23.38333333,2971.652,,,
23.4,3098.7292,,,
23.41666667,3235.5816,,,
23.43333333,3372.434,,,
23.45,3494.6237,,,
23.46666667,3621.7009,,,
23.48333333,3797.654,,,
23.5,3993.1574,,,
23.51666667,4183.7732,,,
23.53333333,4340.176,,,
23.55,4286.4125,,,
23.56666667,3787.8788,,,
23.58333333,2776.1486,,,
23.6,1808.4066,,,
23.61666667,1192.5709,,,
23.63333333,801.564,,,
23.65,542.522,,,
23.66666667,381.2317,,,
23.68333333,273.7048,,,
23.7,210.1662,,,
23.71666667,166.1779,,,
23.73333333,141.74,,,
23.75,117.3021,,,
23.76666667,107.5269,,,
23.78333333,102.6393,,,
23.8,92.8641,,,
23.81666667,92.8641,,,
23.83333333,92.8641,,,
23.85,87.9765,,,
23.86666667,87.9765,,,
23.88333333,92.8641,,,
23.9,92.8641,,,
23.91666667,92.8641,,,
23.93333333,87.9765,,,
23.95,92.8641,,,
23.96666667,97.7517,,,
23.98333333,87.9765,,,
24,92.8641,,,
24.01666667,92.8641,,,
24.03333333,92.8641,,,
24.05,97.7517,,,
24.06666667,97.7517,,,
24.08333333,97.7517,,,
24.1,102.6393,,,
24.11666667,97.7517,,,
24.13333333,102.6393,,,
24.15,151.5152,,,
24.16666667,259.042,,,
24.18333333,391.0068,,,
24.2,513.1965,,,
24.21666667,650.0489,,,
24.23333333,801.564,,,
24.25,948.1916,,,
24.26666667,1094.8192,,,
24.28333333,1260.9971,,,
24.3,1417.3998,,,
24.31666667,1554.2522,,,
24.33333333,1691.1046,,,
24.35,1793.7439,,,
24.36666667,1906.1584,,,
24.38333333,2077.2239,,,
24.4,2316.7155,,,
24.41666667,2600.1955,,,
24.43333333,2893.4506,,,
24.45,3123.1672,,,
24.46666667,3113.392,,,
24.48333333,2673.5093,,,
24.5,1823.0694,,,
24.51666667,1197.4585,,,
24.53333333,801.564,,,
24.55,547.4096,,,
24.56666667,381.2317,,,
24.58333333,273.7048,,,
24.6,210.1662,,,
24.61666667,166.1779,,,
24.63333333,136.8524,,,
24.65,122.1896,,,
24.66666667,107.5269,,,
24.68333333,97.7517,,,
24.7,97.7517,,,
24.71666667,97.7517,,,
24.73333333,97.7517,,,
24.75,97.7517,,,
24.76666667,97.7517,,,
24.78333333,97.7517,,,
24.8,97.7517,,,
24.81666667,97.7517,,,
24.83333333,97.7517,,,
24.85,97.7517,,,
24.86666667,97.7517,,,
24.88333333,97.7517,,,
24.9,97.7517,,,
24.91666667,102.6393,,,
24.93333333,97.7517,,,
24.95,97.7517,,,
24.96666667,102.6393,,,
24.98333333,112.4145,,,
25,166.1779,,,
25.01666667,327.4682,,,
25.03333333,547.4096,,,
25.05,786.9013,,,
25.06666667,1026.393,,,
25.08333333,1260.9971,,,
25.1,1515.1515,,,
25.11666667,1764.4184,,,
25.13333333,2018.5728,,,
25.15,2253.1769,,,
25.16666667,2468.2307,,,
25.18333333,2668.6217,,,
25.2,2839.6872,,,
25.21666667,2986.3148,,,
25.23333333,3103.6168,,,
25.25,3225.8065,,,
25.26666667,3382.2092,,,
25.28333333,3563.0499,,,
25.3,3748.7781,,,
25.31666667,3954.0567,,,
25.33333333,4159.3353,,,
25.35,4374.3891,,,
25.36666667,4599.218,,,
25.38333333,4731.1828,,,
25.4,4501.4663,,,
25.41666667,3675.4643,,,
25.43333333,2473.1183,,,
25.45,1617.7908,,,
25.46666667,1070.3812,,,
25.48333333,718.4751,,,
25.5,493.6461,,,
25.51666667,347.0186,,,
25.53333333,259.042,,,
25.55,195.5034,,,
25.56666667,156.4027,,,
25.58333333,131.9648,,,
25.6,112.4145,,,
25.61666667,107.5269,,,
25.63333333,97.7517,,,
25.65,92.8641,,,
25.66666667,92.8641,,,
25.68333333,92.8641,,,
25.7,97.7517,,,
25.71666667,92.8641,,,
25.73333333,92.8641,,,
25.75,92.8641,,,
25.76666667,97.7517,,,
25.78333333,92.8641,,,
25.8,92.8641,,,
25.81666667,92.8641,,,
25.83333333,92.8641,,,
25.85,97.7517,,,
25.86666667,97.7517,,,
25.88333333,97.7517,,,
25.9,97.7517,,,
25.91666667,92.8641,,,
25.93333333,102.6393,,,
25.95,112.4145,,,
25.96666667,161.2903,,,
25.98333333,219.9413,,,
26,347.0186,,,
26.01666667,508.3089,,,
26.03333333,674.4868,,,
26.05,830.8895,,,
26.06666667,982.4047,,,
26.08333333,1124.1447,,,
26.1,1295.2102,,,
26.11666667,1446.7253,,,
26.13333333,1583.5777,,,
26.15,1720.4301,,,
26.16666667,1862.1701,,,
26.18333333,2023.4604,,,
26.2,2204.3011,,,
26.21666667,2365.5914,,,
26.23333333,2531.7693,,,
26.25,2683.2845,,,
26.26666667,2805.4741,,,
26.28333333,2922.7761,,,
26.3,3064.5161,,,
26.31666667,3211.1437,,,
26.33333333,3367.5464,,,
26.35,3509.2864,,,
26.36666667,3660.8016,,,
26.38333333,3802.5415,,,
26.4,3826.9795,,,
26.41666667,3489.7361,,,
26.43333333,2595.3079,,,
26.45,1695.9922,,,
26.46666667,1114.3695,,,
26.48333333,747.8006,,,
26.5,508.3089,,,
26.51666667,356.7937,,,
26.53333333,259.042,,,
26.55,200.391,,,
26.56666667,161.2903,,,
26.58333333,131.9648,,,
26.6,117.3021,,,
26.61666667,107.5269,,,
26.63333333,97.7517,,,
26.65,97.7517,,,
26.66666667,92.8641,,,
26.68333333,87.9765,,,
26.7,83.089,,,
26.71666667,87.9765,,,
26.73333333,83.089,,,
26.75,87.9765,,,
26.76666667,87.9765,,,
26.78333333,87.9765,,,
26.8,87.9765,,,
26.81666667,87.9765,,,
26.83333333,87.9765,,,
26.85,83.089,,,
26.86666667,87.9765,,,
26.88333333,92.8641,,,
26.9,92.8641,,,
26.91666667,92.8641,,,
26.93333333,97.7517,,,
26.95,97.7517,,,
26.96666667,97.7517,,,
26.98333333,97.7517,,,
27,102.6393,,,
27.01666667,102.6393,,,
27.03333333,131.9648,,,
27.05,180.8407,,,
27.06666667,249.2669,,,
27.08333333,327.4682,,,
27.1,425.2199,,,
27.11666667,532.7468,,,
27.13333333,659.824,,,
27.15,826.002,,,
27.16666667,992.1799,,,
27.18333333,1168.1329,,,
27.2,1329.4233,,,
27.21666667,1466.2757,,,
27.23333333,1612.9032,,,
27.25,1783.9687,,,
27.26666667,1945.259,,,
27.28333333,2082.1114,,,
27.3,2199.4135,,,
27.31666667,2321.6031,,,
27.33333333,2507.3314,,,
27.35,2761.4858,,,
27.36666667,3054.741,,,
27.38333333,3323.5582,,,
27.4,3377.3216,,,
27.41666667,2947.2141,,,
27.43333333,2052.7859,,,
27.45,1348.9736,,,
27.46666667,894.4282,,,
27.48333333,606.0606,,,
27.5,420.3324,,,
27.51666667,298.1427,,,
27.53333333,224.8289,,,
27.55,175.9531,,,
27.56666667,146.6276,,,
27.58333333,122.1896,,,
27.6,112.4145,,,
27.61666667,102.6393,,,
27.63333333,97.7517,,,
27.65,92.8641,,,
27.66666667,92.8641,,,
27.68333333,92.8641,,,
27.7,92.8641,,,
27.71666667,97.7517,,,
27.73333333,92.8641,,,
27.75,92.8641,,,
27.76666667,92.8641,,,
27.78333333,92.8641,,,
27.8,97.7517,,,
27.81666667,97.7517,,,
27.83333333,97.7517,,,
27.85,97.7517,,,
27.86666667,97.7517,,,
27.88333333,97.7517,,,
27.9,102.6393,,,
27.91666667,102.6393,,,
27.93333333,107.5269,,,
27.95,146.6276,,,
27.96666667,229.7165,,,
27.98333333,361.6813,,,
28,547.4096,,,
28.01666667,762.4633,,,
28.03333333,997.0674,,,
28.05,1207.2336,,,
28.06666667,1427.175,,,
28.08333333,1666.6667,,,
28.1,1930.5963,,,
28.11666667,2233.6266,,,
28.13333333,2526.8817,,,
28.15,2810.3617,,,
28.16666667,3069.4037,,,
28.18333333,3333.3333,,,
28.2,3607.0381,,,
28.21666667,3846.5298,,,
28.23333333,4100.6843,,,
28.25,4349.9511,,,
28.26666667,4560.1173,,,
28.28333333,4760.5083,,,
28.3,4970.6745,,,
28.31666667,5000,,,
28.33333333,5000,,,
28.35,5000,,,
28.36666667,5000,,,
28.38333333,5000,,,
28.4,5000,,,
28.41666667,5000,,,
28.43333333,5000,,,
28.45,4486.8035,,,
28.46666667,2947.2141,,,
28.48333333,1920.8211,,,
28.5,1265.8847,,,
28.51666667,845.5523,,,
28.53333333,576.7351,,,
28.55,405.6696,,,
28.56666667,293.2551,,,
28.58333333,219.9413,,,
28.6,175.9531,,,
28.61666667,146.6276,,,
28.63333333,127.0772,,,
28.65,112.4145,,,
28.66666667,107.5269,,,
28.68333333,107.5269,,,
28.7,102.6393,,,
28.71666667,102.6393,,,
28.73333333,102.6393,,,
28.75,97.7517,,,
28.76666667,97.7517,,,
28.78333333,97.7517,,,
28.8,102.6393,,,
28.81666667,97.7517,,,
28.83333333,97.7517,,,
28.85,102.6393,,,
28.86666667,97.7517,,,
28.88333333,102.6393,,,
28.9,102.6393,,,
28.91666667,102.6393,,,
28.93333333,127.0772,,,
28.95,219.9413,,,
28.96666667,381.2317,,,
28.98333333,557.1848,,,
29,791.7889,,,
29.01666667,1021.5054,,,
29.03333333,1265.8847,,,
29.05,1524.9267,,,
29.06666667,1774.1935,,,
29.08333333,1964.8094,,,
29.1,2145.65,,,
29.11666667,2272.7273,,,
29.13333333,2404.6921,,,
29.15,2561.0948,,,
29.16666667,2722.3851,,,
29.18333333,2888.563,,,
29.2,3059.6285,,,
29.21666667,3240.4692,,,
29.23333333,3445.7478,,,
29.25,3641.2512,,,
29.26666667,3836.7546,,,
29.28333333,4022.4829,,,
29.3,4193.5484,,,
29.31666667,4325.5132,,,
29.33333333,4442.8152,,,
29.35,4545.4545,,,
29.36666667,4657.869,,,
29.38333333,4814.2717,,,
29.4,5000,,,
29.41666667,5000,,,
29.43333333,5000,,,
29.45,5000,,,
29.46666667,5000,,,
29.48333333,5000,,,
29.5,5000,,,
29.51666667,5000,,,
29.53333333,3787.8788,,,
29.55,2458.4555,,,
29.56666667,1612.9032,,,
29.58333333,1065.4936,,,
29.6,718.4751,,,
29.61666667,493.6461,,,
29.63333333,351.9062,,,
29.65,259.042,,,
29.66666667,195.5034,,,
29.68333333,161.2903,,,
29.7,136.8524,,,
29.71666667,117.3021,,,
29.73333333,107.5269,,,
29.75,102.6393,,,
29.76666667,97.7517,,,
29.78333333,97.7517,,,
29.8,97.7517,,,
29.81666667,97.7517,,,
29.83333333,97.7517,,,
29.85,97.7517,,,
29.86666667,97.7517,,,
29.88333333,97.7517,,,
29.9,97.7517,,,
29.91666667,97.7517,,,
29.93333333,102.6393,,,
29.95,97.7517,,,
29.96666667,102.6393,,,
29.98333333,97.7517,,,
30,102.6393,,,
30.01666667,107.5269,,,
30.03333333,151.5152,,,
30.05,259.042,,,
30.06666667,410.5572,,,
30.08333333,601.173,,,
30.1,816.2268,,,
30.11666667,1060.6061,,,
30.13333333,1295.2102,,,
30.15,1510.2639,,,
30.16666667,1691.1046,,,
30.18333333,1852.3949,,,
30.2,2013.6852,,,
30.21666667,2214.0762,,,
30.23333333,2419.3548,,,
30.25,2619.7458,,,
30.26666667,2790.8113,,,
30.28333333,2913.001,,,
30.3,3059.6285,,,
30.31666667,3220.9189,,,
30.33333333,3377.3216,,,
30.35,3523.9492,,,
30.36666667,3660.8016,,,
30.38333333,3831.8671,,,
30.4,4017.5953,,,
30.41666667,4208.2111,,,
30.43333333,4379.2766,,,
30.45,4540.567,,,
30.46666667,4677.4194,,,
30.48333333,4804.4966,,,
30.5,4951.1241,,,
30.51666667,5000,,,
30.53333333,5000,,,
30.55,5000,,,
30.56666667,5000,,,
30.58333333,5000,,,
30.6,5000,,,
30.61666667,5000,,,
30.63333333,5000,,,
30.65,4657.869,,,
30.66666667,3162.2678,,,
30.68333333,2057.6735,,,
30.7,1353.8612,,,
30.71666667,899.3157,,,
30.73333333,610.9482,,,
30.75,425.2199,,,
30.76666667,307.9179,,,
30.78333333,229.7165,,,
30.8,180.8407,,,
30.81666667,146.6276,,,
30.83333333,127.0772,,,
30.85,112.4145,,,
30.86666667,107.5269,,,
30.88333333,102.6393,,,
30.9,97.7517,,,
30.91666667,97.7517,,,
30.93333333,102.6393,,,
30.95,97.7517,,,
30.96666667,97.7517,,,
30.98333333,102.6393,,,
31,97.7517,,,
31.01666667,97.7517,,,
31.03333333,97.7517,,,
31.05,102.6393,,,
31.06666667,102.6393,,,
31.08333333,97.7517,,,
31.1,97.7517,,,
31.11666667,102.6393,,,
31.13333333,117.3021,,,
31.15,166.1779,,,
31.16666667,293.2551,,,
31.18333333,508.3089,,,
31.2,772.2385,,,
31.21666667,1031.2805,,,
31.23333333,1246.3343,,,
31.25,1456.5005,,,
31.26666667,1691.1046,,,
31.28333333,1955.0342,,,
31.3,2189.6383,,,
31.31666667,2419.3548,,,
31.33333333,2639.2962,,,
31.35,2839.6872,,,
31.36666667,3040.0782,,,
31.38333333,3235.5816,,,
31.4,3426.1975,,,
31.41666667,3611.9257,,,
31.43333333,3782.9912,,,
31.45,3944.2815,,,
31.46666667,4095.7967,,,
31.48333333,4271.7498,,,
31.5,4457.478,,,
31.51666667,4657.869,,,
31.53333333,4877.8104,,,
31.55,5000,,,
31.56666667,5000,,,
31.58333333,5000,,,
31.6,5000,,,
31.61666667,5000,,,
31.63333333,4682.3069,,,
31.65,3323.5582,,,
31.66666667,2165.2004,,,
31.68333333,1422.2874,,,
31.7,943.304,,,
31.71666667,640.2737,,,
31.73333333,444.7703,,,
31.75,322.5806,,,
31.76666667,239.4917,,,
31.78333333,190.6158,,,
31.8,156.4027,,,
31.81666667,136.8524,,,
31.83333333,127.0772,,,
31.85,112.4145,,,
31.86666667,117.3021,,,
31.88333333,102.6393,,,
31.9,107.5269,,,
31.91666667,102.6393,,,
31.93333333,112.4145,,,
31.95,127.0772,,,
31.96666667,146.6276,,,
31.98333333,151.5152,,,
32,151.5152,,,
32.01666667,151.5152,,,
32.03333333,161.2903,,,
32.05,200.391,,,
32.06666667,278.5924,,,
32.08333333,391.0068,,,
32.1,557.1848,,,
32.11666667,772.2385,,,
32.13333333,1041.0557,,,
32.15,1363.6364,,,
32.16666667,1691.1046,,,
32.18333333,2013.6852,,,
32.2,2316.7155,,,
32.21666667,2609.9707,,,
32.23333333,2903.2258,,,
32.25,3167.1554,,,
32.26666667,3406.6471,,,
32.28333333,3626.5885,,,
32.3,3851.4174,,,
32.31666667,4086.0215,,,
32.33333333,4335.2884,,,
32.35,4569.8925,,,
32.36666667,4780.0587,,,
32.38333333,4941.349,,,
32.4,5000,,,
32.41666667,5000,,,
32.43333333,5000,,,
32.45,5000,,,
32.46666667,5000,,,
32.48333333,5000,,,
32.5,5000,,,
32.51666667,5000,,,
32.53333333,5000,,,
32.55,5000,,,
32.56666667,5000,,,
32.58333333,5000,,,
32.6,5000,,,
32.61666667,4169.1105,,,
32.63333333,2727.2727,,,
32.65,1783.9687,,,
32.66666667,1182.7957,,,
32.68333333,791.7889,,,
32.7,542.522,,,
32.71666667,386.1193,,,
32.73333333,283.48,,,
32.75,215.0538,,,
32.76666667,175.9531,,,
32.78333333,151.5152,,,
32.8,131.9648,,,
32.81666667,117.3021,,,
32.83333333,112.4145,,,
32.85,107.5269,,,
32.86666667,102.6393,,,
32.88333333,102.6393,,,
32.9,102.6393,,,
32.91666667,102.6393,,,
32.93333333,102.6393,,,
32.95,102.6393,,,
32.96666667,102.6393,,,
32.98333333,102.6393,,,
33,102.6393,,,
33.01666667,102.6393,,,
33.03333333,102.6393,,,
33.05,112.4145,,,
33.06666667,156.4027,,,
33.08333333,278.5924,,,
33.1,474.0958,,,
33.11666667,689.1496,,,
33.13333333,899.3157,,,
33.15,1094.8192,,,
33.16666667,1265.8847,,,
33.18333333,1427.175,,,
33.2,1564.0274,,,
33.21666667,1705.7674,,,
33.23333333,1827.957,,,
33.25,1930.5963,,,
33.26666667,2028.348,,,
33.28333333,2130.9873,,,
33.3,2267.8397,,,
33.31666667,2468.2307,,,
33.33333333,2702.8348,,,
33.35,2966.7644,,,
33.36666667,3225.8065,,,
33.38333333,3494.6237,,,
33.4,3753.6657,,,
33.41666667,4042.0332,,,
33.43333333,4359.7263,,,
